"サービスID","データID","取得日","飲食購入金額","コメント"
"0000440519","cli_t-30","2019-06-23 12:38:25","400",""
"0000321140","cli_t-30","2019-07-14 19:36:07","700",""
"0000160615","cli_t-30","2019-01-05 01:57:41","100",""
"0000759126","cli_t-30","2019-08-27 10:35:26","150",""
"0000949151","cli_t-30","2019-01-16 04:51:53","850",""
"0000539732","cli_t-30","2019-03-06 22:25:44","300",""
"0000669721","cli_t-30","2019-01-23 19:09:18","150",""
"0000384811","cli_t-30","2019-01-20 00:10:35","850",""
"0000103913","cli_t-30","2019-07-17 18:22:48","350",""
"0000218303","cli_t-30","2019-01-03 23:16:34","300",""
"0000824964","cli_t-30","2019-10-17 03:43:40","300",""
"0000958336","cli_t-30","2019-03-25 18:11:43","100",""
"0000795516","cli_t-30","2019-09-26 09:58:20","950",""
"0000974504","cli_t-30","2019-05-04 14:22:49","150",""
"0000382039","cli_t-30","2019-12-11 00:36:40","250",""
"0000227909","cli_t-30","2019-10-15 02:38:10","600",""
"000054392","cli_t-30","2019-01-25 15:25:37","600",""
"0000439620","cli_t-30","2019-11-27 13:36:04","950",""
"0000787448","cli_t-30","2019-11-02 03:23:01","900",""
"0000218039","cli_t-30","2019-01-10 18:28:33","650",""
"000074379","cli_t-30","2019-03-22 07:22:16","750",""
"0000815234","cli_t-30","2019-08-03 14:08:54","450",""
"0000950618","cli_t-30","2019-03-05 00:16:33","500",""
"0000955500","cli_t-30","2019-03-30 16:18:01","300",""
"000083592","cli_t-30","2019-09-07 08:15:11","850",""
"0000308313","cli_t-30","2019-10-28 14:11:34","300",""
"0000423677","cli_t-30","2019-09-25 15:14:30","400",""
"0000399014","cli_t-30","2019-10-05 21:51:08","550",""
"0000105779","cli_t-30","2019-02-21 16:39:32","450",""
"0000565916","cli_t-30","2019-01-12 19:52:28","950",""
"0000694446","cli_t-30","2019-09-20 20:09:31","850",""
"0000101739","cli_t-30","2019-09-22 08:24:00","300",""
"0000435237","cli_t-30","2019-01-27 12:47:11","400",""
"000076937","cli_t-30","2019-12-04 22:30:40","400",""
"0000651573","cli_t-30","2019-09-16 05:27:01","550",""
"0000813638","cli_t-30","2019-09-26 22:14:14","800",""
"0000469594","cli_t-30","2019-04-26 01:59:01","750",""
"0000486066","cli_t-30","2019-06-03 07:01:51","300",""
"0000637263","cli_t-30","2019-11-22 05:25:57","700",""
"0000757739","cli_t-30","2019-01-27 02:15:38","450",""
"0000739825","cli_t-30","2019-06-08 03:07:14","350",""
"0000567845","cli_t-30","2019-06-01 14:52:14","800",""
"0000956451","cli_t-30","2019-02-19 13:33:45","300",""
"0000491357","cli_t-30","2019-03-15 20:28:43","800",""
"0000417986","cli_t-30","2019-08-27 18:39:44","600",""
"0000636699","cli_t-30","2019-09-01 22:41:55","600",""
"0000403539","cli_t-30","2019-07-07 02:12:35","650",""
"0000468434","cli_t-30","2019-02-27 23:06:16","100",""
"0000338373","cli_t-30","2019-11-04 18:23:07","700",""
"0000587148","cli_t-30","2019-08-06 03:41:49","550",""
"0000895565","cli_t-30","2019-07-10 08:44:05","150",""
"0000240194","cli_t-30","2019-04-16 00:16:53","450",""
"0000739590","cli_t-30","2019-06-05 20:31:23","750",""
"0000805389","cli_t-30","2019-10-07 21:56:37","450",""
"0000465133","cli_t-30","2019-10-30 17:04:20","500",""
"0000770692","cli_t-30","2019-10-20 22:31:10","850",""
"0000168034","cli_t-30","2019-06-11 00:58:08","600",""
"000041","cli_t-30","2019-09-11 07:53:02","250",""
"0000215696","cli_t-30","2019-06-26 16:35:39","100",""
"0000553255","cli_t-30","2019-09-10 20:47:03","400",""
"0000598785","cli_t-30","2019-12-04 18:59:46","500",""
"0000179530","cli_t-30","2019-05-06 18:10:01","900",""
"0000680066","cli_t-30","2019-10-07 20:02:58","800",""
"0000141481","cli_t-30","2019-05-06 22:19:00","850",""
"0000768033","cli_t-30","2019-09-02 03:50:14","950",""
"0000942790","cli_t-30","2019-10-19 21:14:24","800",""
"0000787640","cli_t-30","2019-07-04 01:05:50","350",""
"0000223798","cli_t-30","2019-07-25 14:12:39","100",""
"0000829971","cli_t-30","2019-12-01 20:46:16","250",""
"0000246936","cli_t-30","2019-05-21 13:46:23","700",""
"0000620952","cli_t-30","2019-06-11 12:43:12","300",""
"0000484908","cli_t-30","2019-06-26 23:33:15","900",""
"0000921041","cli_t-30","2019-01-25 17:45:38","400",""
"0000972630","cli_t-30","2019-07-20 14:09:31","350",""
"0000177235","cli_t-30","2019-07-04 08:06:01","200",""
"0000861277","cli_t-30","2019-04-01 22:29:15","200",""
"0000722966","cli_t-30","2019-06-11 12:14:02","450",""
"0000964765","cli_t-30","2019-11-12 02:16:40","900",""
"0000232557","cli_t-30","2019-02-13 13:06:49","650",""
"0000328904","cli_t-30","2019-03-19 06:10:34","800",""
"0000688725","cli_t-30","2019-04-21 13:40:36","550",""
"0000632246","cli_t-30","2019-06-13 21:17:11","850",""
"0000714458","cli_t-30","2019-07-11 23:42:53","850",""
"0000943283","cli_t-30","2019-11-23 21:59:51","200",""
"0000894523","cli_t-30","2019-10-30 16:03:18","250",""
"0000333593","cli_t-30","2019-04-16 09:46:57","850",""
"0000345831","cli_t-30","2019-12-27 18:43:56","150",""
"0000401590","cli_t-30","2019-11-07 20:42:59","750",""
"0000670514","cli_t-30","2019-06-13 11:03:03","650",""
"0000600850","cli_t-30","2019-12-14 20:36:18","300",""
"0000222580","cli_t-30","2019-01-14 18:14:49","600",""
"0000938074","cli_t-30","2019-01-23 22:50:45","500",""
"0000223825","cli_t-30","2019-01-13 16:10:53","900",""
"0000472996","cli_t-30","2019-05-28 21:05:09","600",""
"0000901825","cli_t-30","2019-06-20 19:43:40","650",""
"0000245298","cli_t-30","2019-08-07 19:14:18","750",""
"000015643","cli_t-30","2019-09-12 01:52:33","400",""
"0000793477","cli_t-30","2019-09-09 11:23:07","750",""
"0000983362","cli_t-30","2019-09-02 07:29:11","750",""
"0000190873","cli_t-30","2019-10-08 19:37:19","800",""
"0000391572","cli_t-30","2019-08-10 21:07:50","850",""
"0000623852","cli_t-30","2019-08-03 01:34:50","450",""
"0000698338","cli_t-30","2019-11-15 15:38:05","500",""
"0000565278","cli_t-30","2019-01-17 02:28:42","250",""
"0000675151","cli_t-30","2019-01-06 04:25:31","550",""
"0000553507","cli_t-30","2019-06-07 07:32:43","700",""
"0000414241","cli_t-30","2019-06-01 18:53:12","950",""
"0000479379","cli_t-30","2019-09-27 17:35:16","350",""
"0000484882","cli_t-30","2019-12-14 10:17:12","600",""
"0000342722","cli_t-30","2019-08-21 19:11:06","600",""
"0000570942","cli_t-30","2019-09-13 12:58:22","150",""
"0000515094","cli_t-30","2019-07-22 13:44:34","750",""
"0000595799","cli_t-30","2019-06-04 20:11:13","800",""
"0000784408","cli_t-30","2019-09-27 04:49:30","950",""
"0000605908","cli_t-30","2019-07-22 02:21:14","950",""
"0000302385","cli_t-30","2019-09-09 20:03:18","450",""
"0000978941","cli_t-30","2019-08-26 22:08:36","650",""
"0000428596","cli_t-30","2019-01-13 08:50:36","650",""
"0000334027","cli_t-30","2019-11-07 18:10:32","750",""
"0000415458","cli_t-30","2019-07-31 12:34:46","950",""
"0000426382","cli_t-30","2019-12-07 22:38:10","500",""
"0000252375","cli_t-30","2019-05-12 22:47:05","350",""
"0000137985","cli_t-30","2019-11-12 17:06:23","550",""
"0000322589","cli_t-30","2019-12-09 11:18:05","300",""
"0000473802","cli_t-30","2019-01-07 18:22:40","650",""
"0000419807","cli_t-30","2019-10-31 12:43:33","100",""
"0000565380","cli_t-30","2019-07-11 08:28:19","850",""
"0000422435","cli_t-30","2019-02-22 02:19:25","150",""
"0000897195","cli_t-30","2019-04-15 21:33:45","450",""
"0000847613","cli_t-30","2019-10-19 08:57:42","150",""
"0000578327","cli_t-30","2019-11-28 10:55:50","850",""
"0000341396","cli_t-30","2019-09-20 13:06:19","950",""
"0000294151","cli_t-30","2019-03-06 23:01:24","400",""
"0000742581","cli_t-30","2019-10-18 05:12:45","200",""
"0000674996","cli_t-30","2019-08-19 01:09:50","950",""
"0000756806","cli_t-30","2019-02-24 18:39:17","850",""
"0000615032","cli_t-30","2019-01-11 03:49:32","900",""
"0000523141","cli_t-30","2019-08-23 19:28:40","400",""
"0000684489","cli_t-30","2019-05-22 20:13:20","850",""
"0000111764","cli_t-30","2019-12-01 15:41:39","400",""
"0000561980","cli_t-30","2019-04-25 18:34:01","300",""
"0000378873","cli_t-30","2019-06-05 07:44:48","300",""
"0000254991","cli_t-30","2019-12-09 23:02:24","300",""
"0000952295","cli_t-30","2019-04-20 10:58:47","100",""
"0000603476","cli_t-30","2019-08-15 08:38:06","600",""
"0000211664","cli_t-30","2019-08-01 22:24:36","450",""
"0000427380","cli_t-30","2019-11-28 20:08:51","400",""
"0000510336","cli_t-30","2019-03-03 05:30:43","550",""
"0000876960","cli_t-30","2019-11-22 04:39:33","500",""
"0000963061","cli_t-30","2019-12-17 01:26:55","800",""
"0000237959","cli_t-30","2019-05-03 20:09:11","700",""
"0000363710","cli_t-30","2019-08-29 09:39:58","750",""
"0000161853","cli_t-30","2019-07-29 12:07:00","300",""
"0000526040","cli_t-30","2019-03-14 23:48:17","950",""
"0000368419","cli_t-30","2019-08-28 11:52:01","700",""
"000089417","cli_t-30","2019-06-29 01:34:27","300",""
"0000471564","cli_t-30","2019-12-23 05:02:53","150",""
"0000489085","cli_t-30","2019-07-27 14:38:15","150",""
"0000830816","cli_t-30","2019-11-05 03:43:08","950",""
"0000592982","cli_t-30","2019-03-27 00:47:11","500",""
"0000714922","cli_t-30","2019-10-15 08:26:25","350",""
"0000829393","cli_t-30","2019-12-05 00:21:35","350",""
"0000139499","cli_t-30","2019-10-05 00:06:16","200",""
"0000843941","cli_t-30","2019-12-08 23:42:11","100",""
"000062383","cli_t-30","2019-12-29 22:50:13","950",""
"0000652656","cli_t-30","2019-03-30 22:29:32","950",""
"0000866543","cli_t-30","2019-05-15 16:40:49","150",""
"0000902285","cli_t-30","2019-01-31 23:49:00","250",""
"0000196855","cli_t-30","2019-08-14 11:33:23","800",""
"0000765899","cli_t-30","2019-10-28 07:00:37","600",""
"000044268","cli_t-30","2019-06-02 01:59:27","250",""
"0000442693","cli_t-30","2019-11-25 05:44:07","300",""
"000092801","cli_t-30","2019-07-12 19:07:56","900",""
"0000380853","cli_t-30","2019-02-24 10:23:11","800",""
"0000141684","cli_t-30","2019-04-04 01:20:37","800",""
"0000586126","cli_t-30","2019-11-01 06:33:59","600",""
"0000699807","cli_t-30","2019-05-14 16:54:01","600",""
"000038610","cli_t-30","2019-01-02 19:47:26","950",""
"0000270094","cli_t-30","2019-01-11 04:56:35","400",""
"0000101254","cli_t-30","2019-01-19 17:11:48","900",""
"0000987635","cli_t-30","2019-12-27 09:43:36","950",""
"0000717208","cli_t-30","2019-06-09 08:32:52","750",""
"00008475","cli_t-30","2019-02-18 04:32:54","200",""
"0000944049","cli_t-30","2019-08-05 19:19:57","400",""
"0000588307","cli_t-30","2019-03-04 10:29:35","800",""
"0000839237","cli_t-30","2019-11-21 00:45:12","500",""
"000045991","cli_t-30","2019-11-21 01:37:36","550",""
"0000861565","cli_t-30","2019-02-05 22:35:57","200",""
"0000658925","cli_t-30","2019-04-14 16:28:18","550",""
"000013741","cli_t-30","2019-10-09 06:37:18","250",""
"0000734045","cli_t-30","2019-08-31 03:27:36","300",""
"0000796008","cli_t-30","2019-08-25 23:28:15","450",""
"0000322556","cli_t-30","2019-07-10 07:36:59","550",""
"0000859736","cli_t-30","2019-08-21 12:32:33","400",""
"0000177629","cli_t-30","2019-03-29 23:57:11","350",""
"0000425751","cli_t-30","2019-10-20 03:10:01","600",""
"0000597968","cli_t-30","2019-10-20 03:05:55","200",""
"0000170489","cli_t-30","2019-01-27 23:42:32","450",""
"0000610051","cli_t-30","2019-02-20 17:29:52","100",""
"0000669258","cli_t-30","2019-06-22 12:41:42","100",""
"0000278499","cli_t-30","2019-11-15 22:46:23","600",""
"0000203965","cli_t-30","2019-05-23 20:32:54","750",""
"0000151246","cli_t-30","2019-09-04 21:37:46","800",""
"000080385","cli_t-30","2019-12-05 11:27:36","950",""
"0000362403","cli_t-30","2019-04-30 19:13:27","950",""
"0000187910","cli_t-30","2019-03-27 11:38:24","200",""
"0000465806","cli_t-30","2019-01-14 00:10:21","200",""
"0000597405","cli_t-30","2019-11-12 17:24:57","850",""
"0000579085","cli_t-30","2019-01-30 23:39:27","200",""
"0000215894","cli_t-30","2019-03-19 22:41:15","450",""
"0000667972","cli_t-30","2019-03-28 03:48:15","400",""
"0000317669","cli_t-30","2019-02-08 03:05:29","750",""
"0000681202","cli_t-30","2019-09-26 23:21:17","850",""
"0000686058","cli_t-30","2019-10-23 21:02:24","800",""
"0000314020","cli_t-30","2019-01-03 03:01:18","600",""
"0000289737","cli_t-30","2019-04-25 09:48:25","650",""
"0000910637","cli_t-30","2019-08-11 16:10:17","700",""
"0000313980","cli_t-30","2019-11-05 21:21:24","850",""
"0000398400","cli_t-30","2019-09-04 19:12:49","650",""
"0000287712","cli_t-30","2019-09-26 12:53:08","700",""
"0000956557","cli_t-30","2019-07-22 13:14:18","900",""
"0000600518","cli_t-30","2019-12-14 08:01:46","750",""
"0000351807","cli_t-30","2019-11-27 12:48:42","950",""
"0000354358","cli_t-30","2019-11-05 17:30:01","850",""
"0000737911","cli_t-30","2019-10-16 06:21:12","400",""
"0000761495","cli_t-30","2019-09-06 16:27:14","400",""
"0000362950","cli_t-30","2019-10-02 09:50:37","800",""
"0000718206","cli_t-30","2019-06-23 10:21:32","950",""
"0000500577","cli_t-30","2019-09-27 01:03:33","500",""
"0000250180","cli_t-30","2019-01-19 03:27:51","950",""
"0000331575","cli_t-30","2019-10-24 06:32:09","900",""
"0000132966","cli_t-30","2019-01-03 19:22:38","400",""
"000063640","cli_t-30","2019-07-14 08:58:29","750",""
"0000605908","cli_t-30","2019-07-16 05:47:53","250",""
"0000984963","cli_t-30","2019-06-29 14:24:16","750",""
"0000834832","cli_t-30","2019-11-14 03:29:17","700",""
"0000684913","cli_t-30","2019-04-11 15:58:50","800",""
"000045088","cli_t-30","2019-11-17 10:28:37","100",""
"0000954880","cli_t-30","2019-02-23 06:57:54","100",""
"0000460067","cli_t-30","2019-09-11 18:20:38","300",""
"0000403226","cli_t-30","2019-04-08 12:19:18","550",""
"0000232733","cli_t-30","2019-03-03 23:29:15","200",""
"000078607","cli_t-30","2019-10-17 05:32:58","850",""
"0000491144","cli_t-30","2019-03-12 15:53:33","550",""
"0000970515","cli_t-30","2019-06-15 21:22:41","750",""
"0000772338","cli_t-30","2019-04-02 09:56:31","900",""
"0000845020","cli_t-30","2019-05-11 10:47:40","350",""
"0000417247","cli_t-30","2019-01-05 17:34:16","600",""
"0000292280","cli_t-30","2019-01-23 03:01:59","950",""
"0000992792","cli_t-30","2019-08-07 11:58:54","550",""
"0000961971","cli_t-30","2019-11-08 06:24:49","700",""
"0000383584","cli_t-30","2019-08-09 06:45:07","300",""
"0000738527","cli_t-30","2019-11-20 07:32:55","950",""
"0000726844","cli_t-30","2019-05-17 20:08:22","200",""
"0000980163","cli_t-30","2019-10-23 17:01:37","300",""
"0000882497","cli_t-30","2019-05-11 18:12:15","400",""
"0000339983","cli_t-30","2019-02-21 05:17:54","650",""
"0000264516","cli_t-30","2019-09-03 18:47:55","300",""
"0000328231","cli_t-30","2019-03-25 08:09:22","200",""
"0000502149","cli_t-30","2019-02-08 09:00:03","700",""
"0000288649","cli_t-30","2019-08-24 21:55:26","200",""
"000083744","cli_t-30","2019-07-04 13:35:29","150",""
"0000772056","cli_t-30","2019-10-09 01:23:29","200",""
"0000230746","cli_t-30","2019-05-31 01:38:41","600",""
"0000945676","cli_t-30","2019-04-19 13:05:45","500",""
"0000695702","cli_t-30","2019-06-18 08:09:28","850",""
"0000580816","cli_t-30","2019-07-17 14:49:56","750",""
"0000952296","cli_t-30","2019-12-20 04:33:56","700",""
"0000984236","cli_t-30","2019-02-13 01:39:33","450",""
"0000607393","cli_t-30","2019-07-27 19:53:53","750",""
"0000443386","cli_t-30","2019-08-31 06:16:40","400",""
"0000356321","cli_t-30","2019-10-03 06:11:02","700",""
"0000264132","cli_t-30","2019-11-20 11:13:59","600",""
"0000300321","cli_t-30","2019-05-16 18:56:43","250",""
"0000835099","cli_t-30","2019-02-27 12:13:49","500",""
"0000609690","cli_t-30","2019-08-07 23:50:38","200",""
"0000767007","cli_t-30","2019-05-23 18:40:24","450",""
"0000464467","cli_t-30","2019-10-23 01:13:43","700",""
"0000202781","cli_t-30","2019-01-11 14:48:33","700",""
"0000658999","cli_t-30","2019-04-02 14:58:54","650",""
"0000535446","cli_t-30","2019-05-29 09:26:57","100",""
"0000440267","cli_t-30","2019-02-19 23:07:04","500",""
"0000322386","cli_t-30","2019-04-24 17:42:50","300",""
"0000173771","cli_t-30","2019-12-28 16:32:21","300",""
"0000763493","cli_t-30","2019-04-30 14:21:28","250",""
"0000893777","cli_t-30","2019-09-08 17:44:34","550",""
"0000585021","cli_t-30","2019-10-17 08:33:01","800",""
"0000623193","cli_t-30","2019-06-16 12:14:58","550",""
"0000823849","cli_t-30","2019-11-11 05:33:27","100",""
"0000539536","cli_t-30","2019-01-05 12:58:04","850",""
"0000169979","cli_t-30","2019-07-12 16:43:11","450",""
"0000767843","cli_t-30","2019-04-02 02:37:41","300",""
"00005843","cli_t-30","2019-08-10 06:07:18","350",""
"0000672198","cli_t-30","2019-07-23 00:27:07","350",""
"0000769334","cli_t-30","2019-10-29 09:23:13","700",""
"0000144699","cli_t-30","2019-09-01 02:54:48","950",""
"0000166304","cli_t-30","2019-06-01 02:54:23","150",""
"0000218397","cli_t-30","2019-11-07 00:07:11","200",""
"0000149687","cli_t-30","2019-04-29 13:30:25","700",""
"0000192845","cli_t-30","2019-11-06 01:07:53","950",""
"000018940","cli_t-30","2019-05-21 20:58:02","450",""
"0000556872","cli_t-30","2019-11-05 00:34:27","850",""
"0000787407","cli_t-30","2019-11-16 15:05:30","250",""
"000062686","cli_t-30","2019-05-21 16:08:20","150",""
"0000145344","cli_t-30","2019-01-03 13:07:03","750",""
"0000293037","cli_t-30","2019-11-28 18:19:41","900",""
"0000940955","cli_t-30","2019-07-04 16:47:16","300",""
"0000469696","cli_t-30","2019-08-03 07:52:49","550",""
"0000837633","cli_t-30","2019-05-26 22:36:55","700",""
"0000786558","cli_t-30","2019-10-08 15:26:52","850",""
"0000489388","cli_t-30","2019-05-09 03:55:56","600",""
"0000967546","cli_t-30","2019-04-19 16:12:12","600",""
"0000774840","cli_t-30","2019-12-16 22:57:57","300",""
"0000701851","cli_t-30","2019-07-12 18:57:43","650",""
"0000499583","cli_t-30","2019-08-02 00:00:57","850",""
"0000662367","cli_t-30","2019-06-01 23:27:39","700",""
"0000863728","cli_t-30","2019-08-10 01:47:34","250",""
"0000536772","cli_t-30","2019-10-28 05:14:08","650",""
"0000723517","cli_t-30","2019-07-27 09:28:44","200",""
"0000226661","cli_t-30","2019-01-23 11:12:57","750",""
"000027039","cli_t-30","2019-10-05 05:30:39","300",""
"0000117745","cli_t-30","2019-01-19 03:10:05","200",""
"0000593829","cli_t-30","2019-02-05 06:59:11","550",""
"0000816831","cli_t-30","2019-07-29 23:51:12","800",""
"0000642128","cli_t-30","2019-09-21 10:52:56","800",""
"0000753911","cli_t-30","2019-07-18 06:20:15","350",""
"0000283769","cli_t-30","2019-05-30 18:09:32","250",""
"0000498984","cli_t-30","2019-06-24 11:07:18","750",""
"0000973365","cli_t-30","2019-06-29 13:37:15","250",""
"0000334640","cli_t-30","2019-08-15 14:08:42","200",""
"0000926994","cli_t-30","2019-11-14 11:00:12","650",""
"0000293533","cli_t-30","2019-10-04 01:03:28","900",""
"000078016","cli_t-30","2019-04-03 08:45:58","150",""
"0000434901","cli_t-30","2019-04-26 00:05:39","550",""
"0000622326","cli_t-30","2019-07-09 00:17:47","900",""
"0000537030","cli_t-30","2019-11-14 22:14:41","300",""
"0000212540","cli_t-30","2019-08-31 22:31:22","850",""
"0000646343","cli_t-30","2019-10-05 04:46:06","600",""
"0000222210","cli_t-30","2019-07-09 17:20:54","650",""
"0000528853","cli_t-30","2019-03-18 13:54:38","650",""
"0000775325","cli_t-30","2019-11-06 11:44:39","250",""
"0000634080","cli_t-30","2019-03-19 20:08:48","900",""
"0000311664","cli_t-30","2019-06-17 18:41:45","100",""
"000062800","cli_t-30","2019-09-21 19:14:49","850",""
"0000929199","cli_t-30","2019-05-25 16:58:10","100",""
"0000619885","cli_t-30","2019-10-13 22:25:03","950",""
"0000431398","cli_t-30","2019-09-08 18:55:39","150",""
"0000731887","cli_t-30","2019-12-27 04:18:04","900",""
"000076609","cli_t-30","2019-02-11 01:06:43","450",""
"0000378914","cli_t-30","2019-02-20 08:41:15","700",""
"0000680619","cli_t-30","2019-07-08 01:10:00","400",""
"0000886960","cli_t-30","2019-11-22 14:06:46","500",""
"0000226758","cli_t-30","2019-02-26 12:22:05","400",""
